"material_no","material_desc_rus","l3_product_category_code","l3_product_category_name"
75980245,"Product description 0664","191017","Category 10"
75980246,"Product description 0665","191017","Category 10"
75980247,"Product description 0666","191017","Category 10"
75980248,"Product description 0667","191018","Category 11"
75980249,"Product description 0668","191018","Category 11"
75980250,"Product description 0669","191018","Category 11"
75980251,"Product description 0670","191014","Category 12"
75980252,"Product description 0671","191123","Category 02"
75980253,"Product description 0672","191123","Category 02"
75980254,"Product description 0673","191123","Category 02"
75980255,"Product description 0674","191123","Category 02"
75980256,"Product description 0675","191123","Category 02"
75980257,"Product description 0676","191123","Category 02"
75980258,"Product description 0677","191123","Category 02"
75980259,"Product description 0678","191123","Category 02"
75980260,"Product description 0679","191123","Category 02"
75980261,"Product description 0680","191123","Category 02"
75980262,"Product description 0681","191123","Category 02"
75980263,"Product description 0682","191014","Category 12"
75980264,"Product description 0683","191018","Category 11"
75980265,"Product description 0684","191018","Category 11"
75980266,"Product description 0685","191018","Category 11"
75980267,"Product description 0686","191018","Category 11"
75980268,"Product description 0687","191018","Category 11"
75980269,"Product description 0688","191018","Category 11"
75980270,"Product description 0689","191018","Category 11"
75980271,"Product description 0690","191018","Category 11"
75980272,"Product description 0691","191015","Category 14"
75980273,"Product description 0692","191015","Category 14"
75980274,"Product description 0693","191013","Category 07"
75980275,"Product description 0694","191123","Category 02"
75980276,"Product description 0695","191123","Category 02"
75980277,"Product description 0696","191123","Category 02"
75980278,"Product description 0697","191123","Category 02"
75980279,"Product description 0698","191123","Category 02"
75980280,"Product description 0699","191014","Category 12"
75980281,"Product description 0700","191013","Category 07"
75980282,"Product description 0701","191018","Category 11"
75980283,"Product description 0702","211224","Category 09"
75980284,"Product description 0703","211224","Category 09"
75980285,"Product description 0704","211224","Category 09"
75980286,"Product description 0705","211224","Category 09"
75980287,"Product description 0706","211224","Category 09"
75980288,"Product description 0707","211224","Category 09"
75980289,"Product description 0708","191018","Category 11"
75980291,"Product description 0709","191110","Category 04"
75980292,"Product description 0710","191110","Category 04"
75980293,"Product description 0711","191110","Category 04"
75980294,"Product description 0712","191110","Category 04"
75980295,"Product description 0713","191110","Category 04"
75980296,"Product description 0714","191013","Category 07"
75980297,"Product description 0715","191013","Category 07"
75980298,"Product description 0716","191018","Category 11"
75980309,"Product description 0717","191018","Category 11"
75980334,"Product description 0718","191018","Category 11"
75980343,"Product description 0719","191018","Category 11"
75980344,"Product description 0720","191018","Category 11"
75980345,"Product description 0721","191018","Category 11"
75980346,"Product description 0722","191018","Category 11"
75980357,"Product description 0723","191013","Category 07"
75980359,"Product description 0724","191013","Category 07"
75980361,"Product description 0725","191013","Category 07"
75980362,"Product description 0726","191013","Category 07"
75980364,"Product description 0727","191017","Category 10"
75980366,"Product description 0728","191017","Category 10"
75980368,"Product description 0729","191025","Category 08"
75980370,"Product description 0730","191025","Category 08"
75980372,"Product description 0731","191013","Category 07"
75980373,"Product description 0732","191013","Category 07"
75980374,"Product description 0733","191013","Category 07"
75980377,"Product description 0734","191017","Category 10"
75980378,"Product description 0735","191017","Category 10"
75980379,"Product description 0736","191017","Category 10"
75980427,"Product description 0737","191015","Category 14"
75980428,"Product description 0738","191015","Category 14"
75980511,"Product description 0739","191018","Category 11"
75980551,"Product description 0740","191015","Category 14"
75980566,"Product description 0741","191014","Category 12"
75980571,"Product description 0742","191014","Category 12"
75980572,"Product description 0743","191014","Category 12"
75980621,"Product description 0744","191123","Category 02"
75980623,"Product description 0745","211323","Category 02"
75980624,"Product description 0746","211323","Category 02"
75980625,"Product description 0747","211323","Category 02"
75980626,"Product description 0748","211323","Category 02"
75980627,"Product description 0749","211323","Category 02"
75980628,"Product description 0750","211323","Category 02"
75980629,"Product description 0751","211323","Category 02"
75980630,"Product description 0752","211323","Category 02"
75980631,"Product description 0753","211323","Category 02"
75980632,"Product description 0754","211323","Category 02"
75980633,"Product description 0755","211323","Category 02"
75980634,"Product description 0756","211323","Category 02"
75980635,"Product description 0757","211323","Category 02"
75980636,"Product description 0758","211323","Category 02"
75980637,"Product description 0759","211323","Category 02"
75980638,"Product description 0760","211323","Category 02"
75980640,"Product description 0761","211310","Category 04"
75980641,"Product description 0762","211310","Category 04"
75980642,"Product description 0763","211310","Category 04"
75980643,"Product description 0764","211310","Category 04"
75980644,"Product description 0765","211310","Category 04"
75980645,"Product description 0766","211310","Category 04"
75980646,"Product description 0767","211310","Category 04"
75980647,"Product description 0768","211311","Category 06"
75980648,"Product description 0769","211311","Category 06"
75980652,"Product description 0770","211323","Category 02"
75980653,"Product description 0771","211323","Category 02"
75980654,"Product description 0772","211323","Category 02"
75980655,"Product description 0773","211323","Category 02"
75980656,"Product description 0774","211323","Category 02"
75980657,"Product description 0775","211323","Category 02"
75980658,"Product description 0776","211323","Category 02"
75980659,"Product description 0777","211323","Category 02"
75980660,"Product description 0778","211323","Category 02"
75980661,"Product description 0779","211323","Category 02"
75980662,"Product description 0780","211323","Category 02"
75980663,"Product description 0781","211323","Category 02"
75980664,"Product description 0782","211323","Category 02"
75980665,"Product description 0783","211323","Category 02"
75980667,"Product description 0784","211310","Category 04"
75980668,"Product description 0785","211310","Category 04"
75980669,"Product description 0786","211310","Category 04"
75980670,"Product description 0787","211310","Category 04"
75980702,"Product description 0788","211311","Category 06"
75980703,"Product description 0789","211311","Category 06"
75980704,"Product description 0790","211311","Category 06"
75980705,"Product description 0791","211311","Category 06"
75980706,"Product description 0792","211311","Category 06"
75980714,"Product description 0793","191110","Category 04"
75980715,"Product description 0794","191110","Category 04"
75980717,"Product description 0795","191110","Category 04"
75980718,"Product description 0796","191110","Category 04"
75980719,"Product description 0797","191110","Category 04"
75980720,"Product description 0798","191110","Category 04"
75980721,"Product description 0799","191110","Category 04"
75980725,"Product description 0800","191123","Category 02"
75980726,"Product description 0801","191123","Category 02"
75980727,"Product description 0802","191123","Category 02"
75980728,"Product description 0803","191123","Category 02"
75980729,"Product description 0804","191123","Category 02"
75980730,"Product description 0805","191123","Category 02"
75980731,"Product description 0806","191123","Category 02"
75980732,"Product description 0807","191123","Category 02"
75980733,"Product description 0808","191123","Category 02"
75980734,"Product description 0809","191123","Category 02"
75980735,"Product description 0810","191123","Category 02"
75980736,"Product description 0811","191123","Category 02"
75980737,"Product description 0812","191123","Category 02"
75980738,"Product description 0813","191123","Category 02"
75980739,"Product description 0814","191123","Category 02"
75980740,"Product description 0815","191123","Category 02"
75980741,"Product description 0816","191123","Category 02"
75980742,"Product description 0817","191123","Category 02"
75980743,"Product description 0818","191123","Category 02"
75980744,"Product description 0819","191123","Category 02"
75980745,"Product description 0820","191123","Category 02"
75980746,"Product description 0821","191123","Category 02"
75980747,"Product description 0822","191123","Category 02"
75980748,"Product description 0823","191123","Category 02"
75980749,"Product description 0824","191123","Category 02"
75980750,"Product description 0825","191123","Category 02"
75980752,"Product description 0826","191123","Category 02"
75980753,"Product description 0827","191111","Category 06"
75980754,"Product description 0828","191111","Category 06"
76002153,"Product description 0829","191018","Category 11"
76002313,"Product description 0830","191018","Category 11"
76002314,"Product description 0831","191018","Category 11"
76002540,"Product description 0832","191013","Category 07"
76002548,"Product description 0833","191013","Category 07"
76002722,"Product description 0834","191013","Category 07"
76002723,"Product description 0835","191013","Category 07"
76002733,"Product description 0836","191017","Category 10"
76002819,"Product description 0837","191017","Category 10"
76002865,"Product description 0838","191017","Category 10"
76002866,"Product description 0839","191017","Category 10"
76003197,"Product description 0840","191013","Category 07"
76003198,"Product description 0841","191013","Category 07"
76003199,"Product description 0842","191013","Category 07"
76003231,"Product description 0843","191013","Category 07"
76003232,"Product description 0844","191013","Category 07"
76003233,"Product description 0845","191013","Category 07"
76003234,"Product description 0846","191013","Category 07"
76003238,"Product description 0847","191013","Category 07"
76003248,"Product description 0848","191025","Category 08"
76003251,"Product description 0849","191025","Category 08"
76003252,"Product description 0850","191025","Category 08"
76003253,"Product description 0851","191017","Category 10"
76003255,"Product description 0852","191025","Category 08"
76003265,"Product description 0853","191017","Category 10"
76003266,"Product description 0854","191017","Category 10"
76003267,"Product description 0855","191017","Category 10"
76003290,"Product description 0856","191013","Category 07"
76003304,"Product description 0857","191018","Category 11"
76003313,"Product description 0858","191013","Category 07"
76003388,"Product description 0859","191013","Category 07"
76003396,"Product description 0860","191014","Category 12"
76003449,"Product description 0861","191018","Category 11"
76003456,"Product description 0862","191018","Category 11"
76003469,"Product description 0863","191015","Category 14"
76003472,"Product description 0864","191013","Category 07"
76003473,"Product description 0865","191013","Category 07"
76003474,"Product description 0866","191018","Category 11"
76003492,"Product description 0867","191123","Category 02"
76003493,"Product description 0868","191123","Category 02"
76003494,"Product description 0869","191123","Category 02"
76003526,"Product description 0870","191123","Category 02"
76003527,"Product description 0871","191123","Category 02"
76003545,"Product description 0872","191111","Category 06"
76003546,"Product description 0873","191111","Category 06"
76003547,"Product description 0874","191111","Category 06"
76003548,"Product description 0875","191111","Category 06"
76003556,"Product description 0876","191013","Category 07"
76003568,"Product description 0877","191018","Category 11"
76003569,"Product description 0878","191018","Category 11"
76003589,"Product description 0879","191018","Category 11"
76003591,"Product description 0880","191018","Category 11"
76003598,"Product description 0881","191018","Category 11"
76003604,"Product description 0882","191018","Category 11"
76003610,"Product description 0883","191018","Category 11"
76003613,"Product description 0884","191111","Category 06"
76003614,"Product description 0885","191111","Category 06"
76003615,"Product description 0886","191111","Category 06"
76003616,"Product description 0887","191111","Category 06"
76003702,"Product description 0888","191018","Category 11"
76003703,"Product description 0889","191123","Category 02"
76003704,"Product description 0890","191123","Category 02"
76003705,"Product description 0891","191123","Category 02"
76003984,"Product description 0892","191018","Category 11"
76004062,"Product description 0893","191014","Category 12"
76004071,"Product description 0894","191013","Category 07"
76004072,"Product description 0895","191013","Category 07"
76004090,"Product description 0896","191013","Category 07"
76004093,"Product description 0897","191013","Category 07"
76004096,"Product description 0898","191013","Category 07"
76004108,"Product description 0899","191013","Category 07"
76004117,"Product description 0900","191013","Category 07"
76004118,"Product description 0901","191013","Category 07"
76004124,"Product description 0902","191013","Category 07"
76004150,"Product description 0903","191018","Category 11"
76004197,"Product description 0904","191013","Category 07"
76004199,"Product description 0905","191013","Category 07"
76004210,"Product description 0906","191013","Category 07"
76004211,"Product description 0907","191013","Category 07"
76004212,"Product description 0908","191013","Category 07"
76004213,"Product description 0909","191013","Category 07"
76004232,"Product description 0910","191017","Category 10"
76004240,"Product description 0911","191013","Category 07"
76004256,"Product description 0912","191015","Category 14"
76004257,"Product description 0913","191018","Category 11"
76004271,"Product description 0914","191013","Category 07"
76004275,"Product description 0915","191018","Category 11"
76004285,"Product description 0916","191018","Category 11"
76004286,"Product description 0917","191018","Category 11"
76004350,"Product description 0918","191018","Category 11"
76004351,"Product description 0919","191014","Category 12"
76004352,"Product description 0920","191013","Category 07"
76004454,"Product description 0921","191013","Category 07"
76004467,"Product description 0922","191018","Category 11"
76004501,"Product description 0923","191018","Category 11"
76004502,"Product description 0924","191018","Category 11"
76004503,"Product description 0925","191018","Category 11"
76004504,"Product description 0926","191018","Category 11"
76004556,"Product description 0927","191018","Category 11"
76004567,"Product description 0928","191018","Category 11"
76004570,"Product description 0929","191013","Category 07"
76004582,"Product description 0930","191015","Category 14"
76004631,"Product description 0931","191110","Category 04"
76004634,"Product description 0932","191013","Category 07"
76004709,"Product description 0933","191025","Category 08"
76004740,"Product description 0934","191013","Category 07"
76004744,"Product description 0935","191013","Category 07"
76004750,"Product description 0936","191025","Category 08"
76004751,"Product description 0937","191025","Category 08"
76004757,"Product description 0938","191013","Category 07"
76004790,"Product description 0939","191013","Category 07"
76004791,"Product description 0940","191013","Category 07"
76004804,"Product description 0941","191013","Category 07"
76004817,"Product description 0942","191013","Category 07"
76004830,"Product description 0943","191013","Category 07"
76004863,"Product description 0944","191017","Category 10"
76004904,"Product description 0945","191013","Category 07"
76004905,"Product description 0946","191018","Category 11"
76004906,"Product description 0947","191018","Category 11"
76004931,"Product description 0948","191018","Category 11"
76004943,"Product description 0949","191018","Category 11"
76004945,"Product description 0950","191025","Category 08"
76004946,"Product description 0951","191025","Category 08"
76004947,"Product description 0952","191025","Category 08"
76004957,"Product description 0953","191013","Category 07"
76004958,"Product description 0954","191014","Category 12"
76004967,"Product description 0955","191017","Category 10"
76004968,"Product description 0956","191017","Category 10"
76005037,"Product description 0957","191022","Category 15"
76005062,"Product description 0958","191110","Category 04"
76005063,"Product description 0959","191110","Category 04"
76005064,"Product description 0960","191110","Category 04"
76005065,"Product description 0961","191110","Category 04"
76005068,"Product description 0962","191110","Category 04"
76005073,"Product description 0963","191022","Category 15"
76005074,"Product description 0964","191022","Category 15"
76005075,"Product description 0965","191022","Category 15"
76005077,"Product description 0966","191110","Category 04"
76005078,"Product description 0967","191110","Category 04"
76005084,"Product description 0968","191110","Category 04"
76005085,"Product description 0969","191110","Category 04"
76005086,"Product description 0970","191110","Category 04"
76005092,"Product description 0971","191018","Category 11"
76005214,"Product description 0972","191013","Category 07"
76005216,"Product description 0973","191013","Category 07"
76005217,"Product description 0974","191013","Category 07"
76005218,"Product description 0975","191110","Category 04"
76005219,"Product description 0976","191110","Category 04"
76005254,"Product description 0977","191018","Category 11"
76005255,"Product description 0978","191013","Category 07"
76005299,"Product description 0979","191013","Category 07"
76005305,"Product description 0980","191018","Category 11"
76005311,"Product description 0981","191110","Category 04"
76005315,"Product description 0982","191110","Category 04"
76005316,"Product description 0983","191110","Category 04"
76005326,"Product description 0984","191013","Category 07"
76005327,"Product description 0985","191014","Category 12"
76005328,"Product description 0986","191018","Category 11"
76005351,"Product description 0987","191013","Category 07"
76005359,"Product description 0988","191018","Category 11"
76005389,"Product description 0989","191018","Category 11"
76005434,"Product description 0990","191018","Category 11"
76005435,"Product description 0991","191013","Category 07"
76005440,"Product description 0992","191013","Category 07"
76005441,"Product description 0993","191013","Category 07"
76005442,"Product description 0994","191013","Category 07"
76005443,"Product description 0995","191013","Category 07"
76005444,"Product description 0996","191013","Category 07"
76005446,"Product description 0997","191013","Category 07"
76005451,"Product description 0998","191018","Category 11"
76005497,"Product description 0999","191110","Category 04"
76005498,"Product description 1000","191110","Category 04"
76005499,"Product description 1001","191110","Category 04"
76005503,"Product description 1002","191018","Category 11"
76005504,"Product description 1003","191018","Category 11"
76005505,"Product description 1004","191018","Category 11"
76005506,"Product description 1005","191018","Category 11"
76005508,"Product description 1006","191022","Category 15"
76005511,"Product description 1007","191110","Category 04"
76005512,"Product description 1008","191110","Category 04"
76005513,"Product description 1009","191110","Category 04"
76005514,"Product description 1010","191110","Category 04"
76005515,"Product description 1011","191110","Category 04"
76005516,"Product description 1012","191110","Category 04"
76005518,"Product description 1013","191110","Category 04"
76005519,"Product description 1014","191110","Category 04"
76005530,"Product description 1015","191110","Category 04"
76005531,"Product description 1016","191110","Category 04"
76005544,"Product description 1017","191018","Category 11"
76005593,"Product description 1018","191013","Category 07"
76005594,"Product description 1019","191013","Category 07"
76005614,"Product description 1020","191013","Category 07"
76005615,"Product description 1021","191018","Category 11"
76005616,"Product description 1022","191018","Category 11"
76005617,"Product description 1023","191018","Category 11"
76005618,"Product description 1024","191018","Category 11"
76005619,"Product description 1025","191018","Category 11"
76005622,"Product description 1026","191110","Category 04"
76005623,"Product description 1027","191110","Category 04"
76005624,"Product description 1028","191110","Category 04"
76005632,"Product description 1029","191014","Category 12"
76005660,"Product description 1030","191018","Category 11"
76005661,"Product description 1031","191018","Category 11"
76005662,"Product description 1032","191018","Category 11"
76005663,"Product description 1033","191018","Category 11"
76005664,"Product description 1034","191018","Category 11"
76005665,"Product description 1035","191018","Category 11"
76005681,"Product description 1036","191013","Category 07"
76005722,"Product description 1037","191018","Category 11"
76005754,"Product description 1038","191018","Category 11"
76005755,"Product description 1039","191018","Category 11"
76005756,"Product description 1040","191018","Category 11"
76005829,"Product description 1041","191110","Category 04"
76005836,"Product description 1042","191013","Category 07"
76005841,"Product description 1043","191013","Category 07"
76005842,"Product description 1044","191013","Category 07"
76005843,"Product description 1045","191018","Category 11"
76005844,"Product description 1046","191018","Category 11"
76005845,"Product description 1047","191018","Category 11"
76005849,"Product description 1048","191013","Category 07"
76005891,"Product description 1049","191110","Category 04"
76005892,"Product description 1050","191110","Category 04"
76005901,"Product description 1051","191110","Category 04"
76005903,"Product description 1052","191110","Category 04"
76005906,"Product description 1053","191110","Category 04"
76005907,"Product description 1054","191110","Category 04"
76005908,"Product description 1055","191110","Category 04"
76005954,"Product description 1056","191018","Category 11"
76005955,"Product description 1057","191018","Category 11"
76005969,"Product description 1058","191017","Category 10"
76005977,"Product description 1059","191018","Category 11"
76006037,"Product description 1060","191123","Category 02"
76006081,"Product description 1061","191015","Category 14"
76006102,"Product description 1062","191123","Category 02"
76006112,"Product description 1063","191018","Category 11"
76006113,"Product description 1064","191018","Category 11"
76006114,"Product description 1065","191018","Category 11"
76006115,"Product description 1066","191018","Category 11"
76006116,"Product description 1067","191018","Category 11"
76006119,"Product description 1068","191018","Category 11"
76006122,"Product description 1069","191018","Category 11"
76006124,"Product description 1070","191018","Category 11"
76006127,"Product description 1071","191018","Category 11"
76006144,"Product description 1072","191110","Category 04"
76006175,"Product description 1073","191018","Category 11"
76006195,"Product description 1074","191018","Category 11"
76006207,"Product description 1075","191018","Category 11"
76006217,"Product description 1076","191018","Category 11"
76006220,"Product description 1077","191018","Category 11"
76006221,"Product description 1078","191018","Category 11"
76006222,"Product description 1079","191018","Category 11"
76006224,"Product description 1080","191018","Category 11"
76006275,"Product description 1081","191018","Category 11"
76006287,"Product description 1082","191015","Category 14"
76006301,"Product description 1083","191015","Category 14"
76006361,"Product description 1084","191018","Category 11"
76006414,"Product description 1085","191123","Category 02"
76006415,"Product description 1086","191123","Category 02"
76006416,"Product description 1087","191123","Category 02"
76006417,"Product description 1088","191123","Category 02"
76006418,"Product description 1089","191123","Category 02"
76006419,"Product description 1090","191123","Category 02"
76006420,"Product description 1091","191018","Category 11"
76006424,"Product description 1092","191110","Category 04"
76006426,"Product description 1093","191110","Category 04"
76006430,"Product description 1094","191110","Category 04"
76006431,"Product description 1095","191110","Category 04"
76006432,"Product description 1096","191110","Category 04"
76006433,"Product description 1097","191110","Category 04"
76006434,"Product description 1098","191110","Category 04"
76006438,"Product description 1099","191110","Category 04"
76006439,"Product description 1100","191110","Category 04"
76006452,"Product description 1101","191123","Category 02"
76006454,"Product description 1102","191123","Category 02"
76006455,"Product description 1103","191123","Category 02"
76006458,"Product description 1104","191111","Category 06"
76006461,"Product description 1105","191110","Category 04"
76006462,"Product description 1106","191110","Category 04"
76006463,"Product description 1107","191111","Category 06"
76006464,"Product description 1108","191111","Category 06"
76006466,"Product description 1109","191111","Category 06"
76006467,"Product description 1110","191111","Category 06"
76006468,"Product description 1111","191123","Category 02"
76006469,"Product description 1112","191123","Category 02"
76006470,"Product description 1113","191123","Category 02"
76006471,"Product description 1114","191123","Category 02"
76006472,"Product description 1115","191123","Category 02"
76006473,"Product description 1116","191123","Category 02"
76006474,"Product description 1117","191123","Category 02"
76006475,"Product description 1118","191123","Category 02"
76006476,"Product description 1119","191123","Category 02"
76006478,"Product description 1120","191111","Category 06"
76006479,"Product description 1121","191111","Category 06"
76006480,"Product description 1122","191111","Category 06"
76006482,"Product description 1123","191020","Category 05"
76006484,"Product description 1124","191123","Category 02"
76006485,"Product description 1125","191123","Category 02"
76006486,"Product description 1126","191123","Category 02"
76006488,"Product description 1127","191123","Category 02"
76006489,"Product description 1128","191123","Category 02"
76006500,"Product description 1129","191123","Category 02"
76006501,"Product description 1130","191123","Category 02"
76006502,"Product description 1131","191123","Category 02"
76006503,"Product description 1132","191123","Category 02"
76006504,"Product description 1133","191123","Category 02"
76006515,"Product description 1134","191014","Category 12"
76006520,"Product description 1135","191123","Category 02"
76006521,"Product description 1136","191123","Category 02"
76006522,"Product description 1137","191123","Category 02"
76006523,"Product description 1138","191123","Category 02"
76006524,"Product description 1139","191123","Category 02"
76006526,"Product description 1140","191123","Category 02"
76006538,"Product description 1141","191110","Category 04"
76006539,"Product description 1142","191110","Category 04"
76006540,"Product description 1143","191014","Category 12"
76006542,"Product description 1144","191014","Category 12"
76006557,"Product description 1145","191013","Category 07"
76006574,"Product description 1146","191017","Category 10"
76006583,"Product description 1147","191018","Category 11"
76006584,"Product description 1148","191018","Category 11"
76006585,"Product description 1149","191018","Category 11"
76006586,"Product description 1150","191013","Category 07"
76006587,"Product description 1151","191013","Category 07"
76006588,"Product description 1152","191013","Category 07"
76006589,"Product description 1153","191013","Category 07"
76006593,"Product description 1154","191013","Category 07"
76006594,"Product description 1155","191013","Category 07"
76006595,"Product description 1156","191013","Category 07"
76006596,"Product description 1157","191013","Category 07"
76006599,"Product description 1158","191110","Category 04"
76006612,"Product description 1159","191018","Category 11"
76006613,"Product description 1160","191018","Category 11"
76006614,"Product description 1161","191018","Category 11"
76006615,"Product description 1162","191018","Category 11"
76006645,"Product description 1163","191110","Category 04"
76006646,"Product description 1164","191110","Category 04"
76006648,"Product description 1165","191013","Category 07"
76006649,"Product description 1166","191013","Category 07"
76006650,"Product description 1167","191110","Category 04"
76006651,"Product description 1168","191110","Category 04"
76006652,"Product description 1169","191110","Category 04"
76006660,"Product description 1170","191110","Category 04"
76006661,"Product description 1171","191110","Category 04"
76006662,"Product description 1172","191110","Category 04"
76006663,"Product description 1173","191110","Category 04"
76006664,"Product description 1174","191110","Category 04"
76006665,"Product description 1175","191110","Category 04"
76006677,"Product description 1176","191018","Category 11"
76006715,"Product description 1177","191013","Category 07"
76006716,"Product description 1178","191013","Category 07"
76006717,"Product description 1179","191111","Category 06"
76006718,"Product description 1180","191123","Category 02"
76006719,"Product description 1181","191123","Category 02"
76006732,"Product description 1182","191110","Category 04"
76006733,"Product description 1183","191110","Category 04"
76006734,"Product description 1184","191110","Category 04"
76006735,"Product description 1185","191110","Category 04"
76006736,"Product description 1186","191110","Category 04"
76006737,"Product description 1187","191110","Category 04"
76006738,"Product description 1188","191110","Category 04"
76006739,"Product description 1189","191111","Category 06"
76006740,"Product description 1190","191123","Category 02"
76006742,"Product description 1191","191123","Category 02"
76006755,"Product description 1192","191013","Category 07"
76006763,"Product description 1193","191014","Category 12"
76006794,"Product description 1194","191017","Category 10"
76006800,"Product description 1195","191013","Category 07"
76006801,"Product description 1196","191013","Category 07"
76006849,"Product description 1197","191018","Category 11"
76006943,"Product description 1198","191013","Category 07"
76006980,"Product description 1199","191013","Category 07"
76006981,"Product description 1200","191018","Category 11"
76006982,"Product description 1201","191018","Category 11"
76007022,"Product description 1202","191018","Category 11"
76007023,"Product description 1203","191018","Category 11"
76007072,"Product description 1204","191013","Category 07"
76007106,"Product description 1205","191018","Category 11"
76007108,"Product description 1206","191018","Category 11"
76007109,"Product description 1207","191018","Category 11"
76007110,"Product description 1208","191018","Category 11"
76007154,"Product description 1209","191110","Category 04"
76007160,"Product description 1210","191123","Category 02"
76007161,"Product description 1211","191123","Category 02"
76007162,"Product description 1212","191123","Category 02"
76007163,"Product description 1213","191123","Category 02"
76007164,"Product description 1214","191123","Category 02"
76007165,"Product description 1215","191123","Category 02"
76007166,"Product description 1216","191123","Category 02"
76007167,"Product description 1217","191123","Category 02"
76007168,"Product description 1218","191123","Category 02"
76007169,"Product description 1219","191123","Category 02"
76007174,"Product description 1220","191110","Category 04"
76007175,"Product description 1221","191110","Category 04"
76007176,"Product description 1222","191110","Category 04"
76007178,"Product description 1223","191017","Category 10"
76007179,"Product description 1224","191017","Category 10"
76007180,"Product description 1225","191123","Category 02"
76007181,"Product description 1226","191123","Category 02"
76007182,"Product description 1227","191123","Category 02"
76007183,"Product description 1228","191123","Category 02"
76007228,"Product description 1229","191018","Category 11"
76007233,"Product description 1230","191018","Category 11"
76007234,"Product description 1231","191018","Category 11"
76007251,"Product description 1232","191111","Category 06"
76007253,"Product description 1233","191111","Category 06"
76007254,"Product description 1234","191111","Category 06"
76007279,"Product description 1235","191018","Category 11"
76007290,"Product description 1236","191018","Category 11"
76007292,"Product description 1237","191018","Category 11"
76007293,"Product description 1238","191018","Category 11"
76007294,"Product description 1239","191018","Category 11"
76007295,"Product description 1240","191018","Category 11"
76007299,"Product description 1241","191018","Category 11"
76007300,"Product description 1242","191018","Category 11"
76007310,"Product description 1243","191018","Category 11"
76007330,"Product description 1244","191018","Category 11"
76007331,"Product description 1245","191018","Category 11"
76007333,"Product description 1246","191111","Category 06"
76007334,"Product description 1247","191111","Category 06"
76007335,"Product description 1248","191111","Category 06"
76007336,"Product description 1249","191111","Category 06"
76007337,"Product description 1250","191111","Category 06"
76007338,"Product description 1251","191123","Category 02"
76007339,"Product description 1252","191123","Category 02"
76007373,"Product description 1253","191123","Category 02"
76007374,"Product description 1254","191123","Category 02"
76007375,"Product description 1255","191123","Category 02"
76007376,"Product description 1256","191123","Category 02"
76007377,"Product description 1257","191123","Category 02"
76007378,"Product description 1258","191123","Category 02"
76007379,"Product description 1259","191123","Category 02"
76007380,"Product description 1260","191123","Category 02"
76007381,"Product description 1261","191123","Category 02"
76007413,"Product description 1262","191123","Category 02"
76007414,"Product description 1263","191123","Category 02"
76007420,"Product description 1264","191123","Category 02"
76007421,"Product description 1265","191123","Category 02"
76007422,"Product description 1266","191123","Category 02"
76007525,"Product description 1267","191013","Category 07"
76007527,"Product description 1268","191013","Category 07"
76007580,"Product description 1269","191013","Category 07"
76007665,"Product description 1270","191013","Category 07"
76007722,"Product description 1271","191018","Category 11"
76007726,"Product description 1272","191013","Category 07"
76007754,"Product description 1273","191015","Category 14"
76007759,"Product description 1274","191015","Category 14"
76007783,"Product description 1275","191018","Category 11"
76007858,"Product description 1276","191018","Category 11"
76007964,"Product description 1277","191014","Category 12"
76007965,"Product description 1278","191014","Category 12"
76007973,"Product description 1279","191013","Category 07"
76007985,"Product description 1280","191013","Category 07"
76007987,"Product description 1281","191018","Category 11"
76008023,"Product description 1282","191017","Category 10"
76008070,"Product description 1283","191018","Category 11"
76008109,"Product description 1284","191018","Category 11"
76008111,"Product description 1285","191013","Category 07"
76008112,"Product description 1286","191018","Category 11"
76008123,"Product description 1287","191018","Category 11"
76008126,"Product description 1288","191013","Category 07"
76008136,"Product description 1289","191013","Category 07"
76008162,"Product description 1290","191123","Category 02"
76008163,"Product description 1291","191123","Category 02"
76008175,"Product description 1292","191123","Category 02"
76008181,"Product description 1293","191018","Category 11"
76008330,"Product description 1294","191013","Category 07"
76008331,"Product description 1295","191013","Category 07"
76008332,"Product description 1296","191013","Category 07"
76008432,"Product description 1297","191018","Category 11"
76008433,"Product description 1298","191018","Category 11"
76008560,"Product description 1299","191110","Category 04"
76008561,"Product description 1300","191110","Category 04"
76008562,"Product description 1301","191110","Category 04"
76008589,"Product description 1302","191013","Category 07"
76008596,"Product description 1303","191013","Category 07"
76008606,"Product description 1304","191013","Category 07"
76008607,"Product description 1305","191013","Category 07"
76008624,"Product description 1306","191018","Category 11"
76008628,"Product description 1307","191018","Category 11"
76008639,"Product description 1308","191018","Category 11"
76008652,"Product description 1309","191018","Category 11"
76008735,"Product description 1310","191018","Category 11"
76008767,"Product description 1311","191110","Category 04"
76008768,"Product description 1312","191110","Category 04"
76008779,"Product description 1313","191013","Category 07"
76008792,"Product description 1314","191018","Category 11"
76008794,"Product description 1315","191018","Category 11"
76008821,"Product description 1316","191110","Category 04"
76008822,"Product description 1317","191110","Category 04"
76008823,"Product description 1318","191110","Category 04"
76008824,"Product description 1319","191110","Category 04"
76008845,"Product description 1320","191110","Category 04"
76008846,"Product description 1321","191110","Category 04"
76008847,"Product description 1322","191110","Category 04"
76008855,"Product description 1323","191013","Category 07"
76008888,"Product description 1324","191013","Category 07"
76008890,"Product description 1325","191013","Category 07"
76008912,"Product description 1326","191017","Category 10"
76008991,"Product description 1327","191013","Category 07"
76009032,"Product description 1328","191110","Category 04"
